Meniscus tear                                                                            ,Meniscus tear                                                                                     ,[]
Menorrhagia                                                                              ,Heavy menstrual bleeding (menorrhagia)                                                            ,"['cyclic hemorrhage', 'excessive menstruation', 'heavy menses', 'heavy periods']"
Menstrual cycle - irregular                                                              ,Menstrual cycle - irregular                                                                       ,['menstruation menses period irregular']
Menstrual spotting                                                                       ,Menstrual spotting                                                                                ,[]
Mental health problem                                                                    ,Mental health problem                                                                             ,[]
Mental retardation                                                                       ,Mental retardation                                                                                ,['hypophrenia']
Mental state - altered                                                                   ,Mental state - altered                                                                            ,['change in mental status']
Mesenteric vascular insufficiency                                                        ,Mesenteric vascular insufficiency                                                                 ,[]
Mesonephroma - benign                                                                    ,Mesonephroma - benign                                                                             ,"['mesonephric adenoma', 'wolffian duct adenoma']"
Mesonephroma - malignant                                                                 ,Mesonephroma - malignant                                                                          ,"['Wolffian duct carcinoma', 'mesonephric adenocarcinoma']"
Mesothelioma - malignant                                                                 ,Mesothelioma - malignant                                                                          ,"['Lung cancer', 'mesothelioma malignant']"
Metaplasia - myeloid                                                                     ,Metaplasia - myeloid                                                                              ,['myeloid metaplasia']
Metastatic adenocarcinoma                                                                ,Metastatic adenocarcinoma                                                                         ,['adenocarcinoma metastatic']
Metatarsal bone - plantar flexed                                                         ,Metatarsal bone - plantar flexed                                                                  ,[]
Metatypical carcinoma                                                                    ,Metatypical carcinoma                                                                             ,[]
Methemoglobinemia                                                                        ,Methemoglobinemia                                                                                 ,[]
Methicillin-resistant Staph aureus (MRSA) colonization                                   ,Methicillin-resistant Staph aureus (MRSA) colonization                                            ,[]
Methicillin-resistant Staph aureus (MRSA) infection                                      ,Methicillin-resistant Staph aureus (MRSA) infection                                               ,[]
Microcephaly                                                                             ,Abnormally small head (microcephaly)                                                              ,[]
Microdermabrasion                                                                        ,Microdermabrasion                                                                                 ,[]
Micrognathia                                                                             ,Micrognathia                                                                                      ,[]
Migraine                                                                                 ,Migraine                                                                                          ,"['head ache', 'headache migraine', 'vascular headache']"
Miliaria                                                                                 ,Miliaria                                                                                          ,[]
Milium cyst                                                                              ,Milium cyst                                                                                       ,"['Milia', 'Milia']"
Milk-Alkali syndrome                                                                     ,Milk-Alkali syndrome                                                                              ,['Milk-Alkali Syn']
Miosis                                                                                   ,Miosis                                                                                            ,['pupil small']
Mitral insufficiency                                                                     ,Mitral valve insufficiency                                                                        ,[]
Mitral stenosis                                                                          ,Mitral stenosis                                                                                   ,['MS']
Mitral valve disorder                                                                    ,Mitral valve disorder                                                                             ,[]
Mitral valve replacement                                                                 ,Mitral valve replacement                                                                          ,['MVR']
Mixed Mullerian tumor                                                                    ,Mixed Mullerian tumor                                                                             ,['mullerian mixed tumor']
Mixed germ cell tumor - malignant                                                        ,Mixed germ cell tumor - malignant                                                                 ,[]
Modified Blalock-Taussig shunt                                                           ,Modified Blalock-Taussig shunt                                                                    ,[]
Mohs surgery                                                                             ,Mohs surgery                                                                                      ,[]
Molar tooth - impacted                                                                   ,Molar tooth - impacted                                                                            ,['molar impacted']
Molluscum contagiosum                                                                    ,Molluscum contagiosum                                                                             ,['condyloma subcutaneum']
Monoclonal gammopathy                                                                    ,Monoclonal gammopathy                                                                             ,['gammopathy monoclonal']
Monocytic leukemia                                                                       ,Leukemia - monocytic                                                                              ,"['histiocytic leukemia', 'leukemia monocytic']"
Mononeuritis multiplex                                                                   ,Mononeuritis multiplex                                                                            ,[]
Morbid obesity                                                                           ,Morbid obesity                                                                                    ,[]
Morphea                                                                                  ,Morphea                                                                                           ,['localized scleroderma']
Morton's neuroma                                                                         ,Morton's neuroma                                                                                  ,[]
Motion sickness                                                                          ,Motion sickness                                                                                   ,"['air sickness', 'car sickness', 'sea sickness']"
Motor vehicle accident                                                                   ,Motor vehicle accident (MVA)                                                                      ,['MVA']
Mountain sickness                                                                        ,Mountain sickness                                                                                 ,['high altitude sickness']
Mouth sores                                                                              ,Mouth sores                                                                                       ,['oral cavity sores']
Mucinosis                                                                                ,Mucinosis                                                                                         ,[]
Mucinous cystadenoma                                                                     ,Mucinous cystadenoma                                                                              ,['pseudomucinous cystadenoma']
Mucocutaneous leishmaniasis                                                              ,Mucocutaneous leishmaniasis                                                                       ,"['Bahia ulcer', 'Brazilian leishmanisis']"
Mucopolysaccharidosis                                                                    ,Mucopolysaccharidosis                                                                             ,['polydystrophic dwarfism']
Mucormycosis                                                                             ,Mucormycosis                                                                                      ,"['phycomycosis', 'zygomycosis']"
Multiple myeloma                                                                         ,Multiple myeloma                                                                                  ,[]
Multiple sclerosis                                                                       ,Multiple sclerosis (MS)                                                                           ,['ms']
Mumps                                                                                    ,Mumps                                                                                             ,[]
Mural thrombus                                                                           ,Clot on heart or vessel wall (mural thrombus)                                                     ,"['atrial clot', 'atrial thrombus', 'cardiac thrombus', 'intracardiac blood clot', 'ventricular wall thrombus']"
Muscle cramps                                                                            ,Muscle cramps                                                                                     ,[]
Muscle disease                                                                           ,Muscle disease                                                                                    ,[]
Muscle rupture                                                                           ,Muscle rupture                                                                                    ,['rupture muscle']
Muscle spasm                                                                             ,Muscle spasm                                                                                      ,['spasm muscle']
Muscle strain                                                                            ,Muscle strain                                                                                     ,['strained muscle']
Muscle weakness                                                                          ,Muscle weakness                                                                                   ,['weak muscle']
Muscular dystrophy                                                                       ,Muscular dystrophy                                                                                ,[]
Musculoskeletal surgery                                                                  ,Musculoskeletal surgery                                                                           ,[]
Myalgia                                                                                  ,Muscle aches (myalgia)                                                                            ,['muscle pain']
Myasthenia gravis                                                                        ,Myasthenia gravis                                                                                 ,['MG']
Mycosis fungoides                                                                        ,Mycosis fungoides                                                                                 ,['MF']
Myelodysplastic syndrome                                                                 ,Myelodysplastic syndrome                                                                          ,"['MDS', 'myelodysplasia']"
Myelofibrosis                                                                            ,Myelofibrosis                                                                                     ,"['Bone marrow disorder', 'Myeloid metaplasia']"
Myeloid hyperplasia                                                                      ,Myeloid hyperplasia                                                                               ,"['granulocyte hyperplasia', 'grnlcyt hyperpla']"
Myeloid hypoplasia                                                                       ,Myeloid hypoplasia                                                                                ,"['granulocyte hypoplasia', 'grnlcyt hypoplasia']"
Myeloid leukemia - acute                                                                 ,Acute myeloid leukemia (AML)                                                                      ,"['AML', 'leukemia (AML)']"
Myeloid maturation arrest                                                                ,Myeloid maturation arrest                                                                         ,[]
Myelolipoma                                                                              ,Myelolipoma                                                                                       ,[]
Myelomeningocele                                                                         ,Myelomeningocele                                                                                  ,['meningomyelocele']
Myeloproliferative disorder                                                              ,Myeloproliferative disorder                                                                       ,[]
Myocardial contusion                                                                     ,Myocardial contusion                                                                              ,['cardiac contusion']
Myocardial infarction                                                                    ,Heart attack (myocardial infarction)                                                              ,['heart attack']
Myocardial infarction - acute                                                            ,Myocardial infarction - acute                                                                     ,[]
Myocarditis                                                                              ,Myocarditis                                                                                       ,[]
Myoclonus                                                                                ,Myoclonus                                                                                         ,[]
Myopia                                                                                   ,Nearsightedness (myopia)                                                                          ,['near sightedness']
Myositis                                                                                 ,Myositis                                                                                          ,['inflamed muscle']
Myotonia                                                                                 ,Myotonia                                                                                          ,[]
Myringitis                                                                               ,Myringitis                                                                                        ,"['TM inflamed', 'acute myringitis NOS', 'tympanic membrane inflamed']"
Myringotomy                                                                              ,Myringotomy                                                                                       ,[]
Myringotomy and insertion of ventilation tube                                            ,Ear tube (PE tube) insertion                                                                      ,[]
Myxedema                                                                                 ,Myxedema                                                                                          ,[]
Myxoma                                                                                   ,Myxoma                                                                                            ,[]
Myxosarcoma                                                                              ,Myxosarcoma                                                                                       ,[]
Nabothian cyst                                                                           ,Nabothian cyst                                                                                    ,[]
Nail disease                                                                             ,Nail disease                                                                                      ,[]
Nail dystrophy - acquired                                                                ,Nail dystrophy - acquired                                                                         ,['nail dystrophy specified']
Nail dystrophy - congenital                                                              ,Nail dystrophy - congenital                                                                       ,[]
Narcolepsy                                                                               ,Narcolepsy                                                                                        ,"['daytime sleep disorder', 'sleeping disease']"
Narcotic abuse                                                                           ,Narcotic abuse                                                                                    ,[]
Nasal disorder                                                                           ,Nasal disorder                                                                                    ,[]
Nasal fracture                                                                           ,Nasal fracture                                                                                    ,"['Fx nasal', 'Fx nose', 'Nasal Fx', 'fractured nose', 'nose Fx']"
Nasal obstruction                                                                        ,Nasal obstruction                                                                                 ,['obstructed nasal passages']
Nasal pack                                                                               ,Nasal pack                                                                                        ,[]
Nasal polyp                                                                              ,Nasal polyp                                                                                       ,['polyp nasal']
Nasal septum - deviated                                                                  ,Nasal septum - deviated                                                                           ,"['deviated nasal septum', 'nasal deformity']"
Nasal septum surgery                                                                     ,Nasal septum surgery                                                                              ,[]
Nasolacrimal duct obstruction                                                            ,Nasolacrimal duct obstruction                                                                     ,[]
Nasopharyngeal carcinoma                                                                 ,Nasopharyngeal carcinoma                                                                          ,['head and neck cancer']
Nausea                                                                                   ,Nausea                                                                                            ,[]
Near Drowning-Fresh Water                                                                ,Near drowning                                                                                     ,[]
Neck mass                                                                                ,Neck mass                                                                                         ,"['mass neck', 'thyroid mass']"
Neck pain                                                                                ,Neck pain                                                                                         ,"['cervicalgia', 'trachelodynia']"
Neck stiffness                                                                           ,Neck stiffness                                                                                    ,[]
Necrobiosis lipoidica                                                                    ,Necrobiosis lipoidica                                                                             ,"['NLD', 'diabetic lipodystrophy']"
Necrosis - papillary                                                                     ,Necrosis - papillary                                                                              ,[]
Necrotizing enterocolitis                                                                ,Necrotizing enterocolitis                                                                         ,[]
Neoplasia                                                                                ,Neoplasia                                                                                         ,[]
Neoplasm - benign                                                                        ,Neoplasm - benign                                                                                 ,"['neoplas benign', 'tumor benign']"
Nephrectomy                                                                              ,Kidney removal (nephrectomy)                                                                      ,[]
Nephrectomy (kidney removal)                                                             ,Nephrectomy (kidney removal)                                                                      ,[]
Nephritis - lupus                                                                        ,Nephritis - lupus                                                                                 ,['nephritis lupus']
Nephritis - sodium losing                                                                ,Nephritis - sodium losing                                                                         ,"['nephritis Na losing', 'salt losing nephritis', 'sodium losing nephritis']"
Nephroblastoma                                                                           ,Nephroblastoma                                                                                    ,"['Kidney cancer', 'Kidney tumor', 'Wilms tumor', 'adenosarcoma']"
Nephrolithotomy                                                                          ,Nephrolithotomy                                                                                   ,[]
Nephropathy - IgA                                                                        ,Nephropathy - IgA                                                                                 ,['IgA Nephropathy']
Nephropathy - obstructive                                                                ,Nephropathy - obstructive                                                                         ,['obstructive nephropathy']
Nephropathy - urate                                                                      ,Nephropathy - urate                                                                               ,['neuropathic urate']
Nephrosclerosis                                                                          ,Nephrosclerosis                                                                                   ,[]
Nephrosclerosis - arteriolar                                                             ,Nephrosclerosis - arteriolar                                                                      ,['benign nephrosclerosis']
Nephrotic syndrome                                                                       ,Nephrotic syndrome                                                                                ,['Epstein syndrome']
Nerve entrapment surgery                                                                 ,Nerve entrapment surgery                                                                          ,['carpal tunnel release']
Nerve entrapment syndrome                                                                ,Nerve entrapment syndrome                                                                         ,['Nerve Entrap Syn']
Nerve laceration                                                                         ,Nerve laceration                                                                                  ,['lacerated nerve']
Nerve surgery                                                                            ,Nerve surgery                                                                                     ,[]
Neuralgia                                                                                ,Neuralgia                                                                                         ,['neurodynia']
Neurilemmoma                                                                             ,Neurilemmoma                                                                                      ,['schwannoma']
Neuroblastoma                                                                            ,Neuroblastoma                                                                                     ,['sympathicoblastoma']
Neurodermatitis                                                                          ,Neurodermatitis                                                                                   ,[]
Neurofibroma                                                                             ,Neurofibroma                                                                                      ,['endoneural fibroma']
Neurofibroma - plexiform                                                                 ,Neurofibroma - plexiform                                                                          ,['neurofibroma plexiform']
Neurofibromatosis                                                                        ,Neurofibromatosis                                                                                 ,"[""Recklinghausen's disease"", ""Von Recklinghausen's disease"", 'multiple fibroma', 'sarcoma molluscum']"
Neuroleptic malignant syndrome                                                           ,Neuroleptic malignant syndrome                                                                    ,[]
Neurologic defect                                                                        ,Neurologic defect                                                                                 ,[]
Neuroma                                                                                  ,Neuroma                                                                                           ,[]
Neuroma - traumatic                                                                      ,Neuroma - traumatic                                                                               ,['neuroma traumatic']
Neuronevus                                                                               ,Neuronevus                                                                                        ,[]
Neuropathy                                                                               ,Neuropathy                                                                                        ,[]
Neuropathy - diabetic                                                                    ,Neuropathy - diabetic                                                                             ,['neuropathy diabetic']
Neurosis                                                                                 ,Neurosis                                                                                          ,[]
Neurosurgery                                                                             ,Neurosurgery                                                                                      ,[]
Neurosurgical diagnostic procedure                                                       ,Neurosurgical diagnostic procedure                                                                ,[]
Neurosyphilis                                                                            ,Neurosyphilis                                                                                     ,"['lues nervosa', 'verole nerveuse']"
Neurovascular syndrome                                                                   ,Neurovascular syndrome                                                                            ,[]
Neutropenia                                                                              ,Neutropenia                                                                                       ,"['low neutrophil count', 'low wbc count', 'low white blood cell count']"
Neutropenic sepsis                                                                       ,Neutropenic sepsis                                                                                ,[]
Nevus                                                                                    ,Nevus                                                                                             ,['benign melanoma']
Nevus - combined                                                                         ,Nevus - combined                                                                                  ,[]
Nevus - compound                                                                         ,Nevus - compound                                                                                  ,"['mole', 'nevus compound']"
Nevus - epidermal                                                                        ,Nevus - epidermal                                                                                 ,['epidermal nevus']
Nevus - halo                                                                             ,Nevus - halo                                                                                      ,['nevus halo']
Nevus - intradermal                                                                      ,Nevus - intradermal                                                                               ,"['dermal nevus', 'nevus intradermal']"
Nevus - junctional                                                                       ,Nevus - junctional                                                                                ,"['marginal nevus', 'nevus junctional']"
Nevus - pigmented                                                                        ,Nevus - pigmented                                                                                 ,"['mole', 'pigmented nevus']"
Nevus - sebaceus                                                                         ,Nevus - sebaceus                                                                                  ,[]
Nevus - spindle cell                                                                     ,Nevus - spindle cell                                                                              ,"['epithelioid cell nevus', 'juvenile melanoma']"
Nevus removal (mole removal)                                                             ,Nevus removal (mole removal)                                                                      ,[]
Night sweats                                                                             ,Night sweats                                                                                      ,"['night diaphoresis', 'night hyperhidrosis', 'night sweating']"
Night terrors                                                                            ,Night terrors                                                                                     ,[]
Nipple discharge                                                                         ,Nipple discharge                                                                                  ,[]
Nissen fundoplication                                                                    ,Nissen fundoplication                                                                             ,['anti-reflux surgery']
Nocturia                                                                                 ,Nighttime urination (nocturia)                                                                    ,[]
Nocturnal dyspnea                                                                        ,Nocturnal dyspnea                                                                                 ,"['PND', 'nocturnal dyspnea', 'paroxysmal nocturnal dyspnea']"
Nodular glomerulosclerosis                                                               ,Nodular glomerulosclerosis                                                                        ,"['glomerulosclerosis nodular', 'kimmelstiel wilson lesion']"
Nodular sclerosis                                                                        ,Nodular sclerosis                                                                                 ,"['Hodgkin disease, nodular sclerosis type', ""Hodgkin's disease"", ""Hodgkin's lymphoma""]"
Non-Hodgkin's lymphoma                                                                   ,Non-Hodgkin's lymphoma                                                                            ,[]
Non-Q-wave infarct                                                                       ,Non-Q-wave heart attack                                                                           ,"['MI non-Q wave', 'NSTEMI', 'non-Q wave MI', 'non-Q wave myocardia infarction', 'non-Q wave myocardial infarction', 'subendocardial myocardial infarction']"
Nonalcoholic steatohepatitis (NASH)                                                      ,Nonalcoholic steatohepatitis (NASH)                                                               ,['Non-alcoholic fatty liver disease']
Norwood procedure                                                                        ,Norwood procedure                                                                                 ,[]
Nose stuffy                                                                              ,Nose stuffy                                                                                       ,"['nasal congestion', 'sinus congestion', 'stuffy nose']"
Numbness                                                                                 ,Loss of feeling (numbness)                                                                        ,['hypoesthesia']
Nystagmus                                                                                ,Nystagmus                                                                                         ,[]
Obesity                                                                                  ,Obesity                                                                                           ,['adiposity']
Obsessive-compulsive disorder                                                            ,Obsessive-compulsive disorder (OCD)                                                               ,['obsessive-compulsive disorder']
Obstructive apnea                                                                        ,Obstructive sleep apnea (OSA)                                                                     ,[]
Ocular herpes zoster                                                                     ,Eye shingles (ocular herpes zoster)                                                               ,[]
Ocular histoplasmosis                                                                    ,Ocular histoplasmosis                                                                             ,['histoplasmosis ocular']
Ocular trabeculectomy                                                                    ,Ocular trabeculectomy                                                                             ,[]
Oculomotor nerve palsy                                                                   ,Oculomotor nerve palsy                                                                            ,"['3rd nerve palsy', 'palsy 3rd nerve']"
Odontogenic infection                                                                    ,Odontogenic infection                                                                             ,[]
Odontogenic tumor                                                                        ,Odontogenic tumor                                                                                 ,[]
Odontogenic tumor - malignant                                                            ,Odontogenic tumor - malignant                                                                     ,[]
Odontoid fracture                                                                        ,Odontoid fracture                                                                                 ,"['Broken neck', 'C2 fracture', 'Cervical fracture', 'Neck fracture', 'dens fracture']"
Oligodendroglioma                                                                        ,Oligodendroglioma                                                                                 ,"['Brain cancer', 'Brain tumor']"
Oligohydramnios                                                                          ,Amniotic fluid level - low (oligohydramnios)                                                      ,[]
Oligospermia                                                                             ,Oligospermia                                                                                      ,['sperm count low']
Oliguria                                                                                 ,Urine output - low (oliguria)                                                                     ,['urine output decreased']
Olivopontocerebellar atrophy                                                             ,Olivopontocerebellar atrophy                                                                      ,['OPCA']
Omphalocele                                                                              ,Fetal abdominal wall defect (omphalocele)                                                         ,[]
Onchocerciasis                                                                           ,Onchocerciasis                                                                                    ,"['River blindness', 'River blindness']"
Onychogryphosis                                                                          ,Onychogryphosis                                                                                   ,[]
Onycholysis                                                                              ,Onycholysis                                                                                       ,['nail separation from bed']
Onychomycosis                                                                            ,Onychomycosis                                                                                     ,"['dermatophytosis of nail', 'ringworm of the nails', 'tinea unguium']"
Onychophosis                                                                             ,Onychophosis                                                                                      ,[]
Oophorectomy                                                                             ,Oophorectomy                                                                                      ,"['BSO', 'ovaries removed']"
Open heart surgery                                                                       ,Open heart surgery                                                                                ,[]
Open reduction/internal fixation                                                         ,Open reduction/internal fixation                                                                  ,['ORIF']
Ophthalmologic surgery                                                                   ,Ophthalmologic surgery                                                                            ,[]
Oppositional defiant disorder (ODD)                                                      ,Oppositional defiant disorder (ODD)                                                               ,[]
Optic atrophy                                                                            ,Optic atrophy                                                                                     ,[]
Optic nerve injury                                                                       ,Optic nerve injury                                                                                ,[]
Optic neuritis                                                                           ,Optic neuritis                                                                                    ,[]
Oral candidiasis                                                                         ,Thrush (oral candidiasis)                                                                         ,['thrush']
Oral ulcer                                                                               ,Oral ulcer                                                                                        ,"['mouth ulcer', 'ulcer mouth']"
Orbital blowout fracture                                                                 ,Orbital blowout fracture                                                                          ,"['Eye fracture', 'Fx orbital floor-closed', 'Orbit Blowout Fx', 'blowout Fx of orbit']"
Orbital cellulitis                                                                       ,Orbital cellulitis                                                                                ,['periorbital cellulitis']
Orchiectomy                                                                              ,Orchiectomy                                                                                       ,[]
Orchitis                                                                                 ,Orchitis                                                                                          ,['testis inflamed']
Organic brain syndrome                                                                   ,Organic brain syndrome                                                                            ,['OBS']
